date,season,min_temp,max_temp,average temperature
2019-11-04,4,-80,-26,-53
2019-11-03,4,-80,-26,-53
2019-11-02,4,-77,-32,-54.5
2019-11-01,4,-77,-32,-54.5
2019-10-31,4,-80,-22,-51
2019-10-30,4,-79,-27,-53
2019-10-29,4,-78,-28,-53
2019-10-28,4,-78,-22,-50
2019-10-27,4,-80,-28,-54
2019-10-26,4,-79,-21,-50
2019-10-25,4,-80,-27,-53.5
2019-10-24,4,-79,-27,-53
2019-10-23,4,-79,-31,-55
2019-10-22,4,-78,-29,-53.5
2019-10-21,4,-79,-29,-54
2019-10-20,4,-79,-25,-52
2019-10-19,4,-79,-26,-52.5
2019-10-18,4,-79,-26,-52.5
2019-10-17,4,-81,-29,-55
2019-10-16,4,-82,-26,-54
2019-10-15,4,-82,-28,-55
2019-10-14,4,-81,-30,-55.5
2019-10-13,4,-82,-27,-54.5
2019-10-12,4,-82,-28,-55
2019-10-11,4,-82,-30,-56
2019-10-10,4,-82,-30,-56
2019-10-09,4,-83,-31,-57
2019-10-08,3,-82,-30,-56
2019-10-07,3,-81,-28,-54.5
2019-10-06,3,-82,-24,-53
2019-10-05,3,-82,-31,-56.5
2019-10-04,3,-81,-33,-57
2019-10-03,3,-81,-30,-55.5
2019-10-02,3,-82,-29,-55.5
2019-09-30,3,-83,-26,-54.5
2019-09-29,3,-81,-30,-55.5
2019-09-28,3,-81,-30,-55.5
2019-09-27,3,-81,-30,-55.5
2019-09-26,3,-83,-28,-55.5
2019-09-25,3,-80,-29,-54.5
2019-09-24,3,-82,-30,-56
2019-09-23,3,-82,-25,-53.5
2019-09-22,3,-82,-29,-55.5
2019-09-21,3,-83,-32,-57.5
2019-09-20,3,-81,-31,-56
2019-09-19,3,-81,-32,-56.5
2019-09-18,3,-82,-27,-54.5
2019-09-17,3,-81,-30,-55.5
2019-09-16,3,-81,-28,-54.5
2019-09-15,3,-83,-31,-57
2019-09-14,3,-82,-29,-55.5
2019-09-13,3,-83,-29,-56
2019-09-12,3,-80,-31,-55.5
2019-09-11,3,-82,-28,-55
2019-09-10,3,-82,-32,-57
2019-09-09,3,-80,-29,-54.5
2019-09-08,3,-81,-32,-56.5
2019-09-07,3,-82,-31,-56.5
2019-09-06,3,-81,-26,-53.5
2019-09-05,3,-82,-29,-55.5
2019-09-04,3,-82,-31,-56.5
2019-09-03,3,-81,-32,-56.5
2019-09-02,3,-81,-29,-55
2019-09-01,3,-81,-28,-54.5
2019-08-31,3,-82,-28,-55
2019-08-30,3,-81,-30,-55.5
2019-08-29,3,-81,-33,-57
2019-08-28,3,-82,-33,-57.5
2019-08-27,3,-82,-33,-57.5
2019-08-26,3,-82,-28,-55
2019-08-24,3,-81,-31,-56
2019-08-23,3,-81,-32,-56.5
2019-08-22,3,-81,-33,-57
2019-08-21,3,-81,-32,-56.5
2019-08-20,3,-81,-31,-56
2019-08-19,3,-81,-27,-54
2019-08-18,3,-81,-30,-55.5
2019-08-17,3,-82,-28,-55
2019-08-16,3,-81,-33,-57
2019-08-15,3,-82,-28,-55
2019-08-14,3,-80,-29,-54.5
2019-08-13,3,-81,-32,-56.5
2019-08-12,3,-81,-28,-54.5
2019-08-11,3,-81,-29,-55
2019-08-10,3,-81,-32,-56.5
2019-08-09,3,-80,-29,-54.5
2019-08-08,3,-80,-28,-54
2019-08-07,3,-81,-29,-55
2019-08-06,3,-80,-27,-53.5
2019-08-05,3,-82,-31,-56.5
2019-08-04,3,-82,-28,-55
2019-08-03,3,-81,-31,-56
2019-08-02,3,-80,-33,-56.5
2019-08-01,3,-81,-28,-54.5
2019-07-31,2,-80,-29,-54.5
2019-07-30,2,-80,-30,-55
2019-07-29,2,-78,-31,-54.5
2019-07-28,2,-79,-32,-55.5
2019-07-27,2,-78,-34,-56
2019-07-26,2,-78,-30,-54
2019-07-25,2,-81,-26,-53.5
2019-07-24,2,-77,-28,-52.5
2019-07-23,2,-75,-30,-52.5
2019-07-22,2,-75,-31,-53
2019-07-21,2,-79,-27,-53
2019-07-20,2,-78,-32,-55
2019-07-18,2,-78,-27,-52.5
2019-07-17,2,-79,-23,-51
2019-07-16,2,-79,-30,-54.5
2019-07-15,2,-79,-28,-53.5
2019-07-14,2,-79,-31,-55
2019-07-13,2,-80,-22,-51
2019-07-12,2,-80,-22,-51
2019-07-11,2,-80,-23,-51.5
2019-07-10,2,-80,-27,-53.5
2019-07-09,2,-79,-28,-53.5
2019-07-08,2,-81,-27,-54
2019-07-07,2,-80,-26,-53
2019-07-06,2,-80,-27,-53.5
2019-07-05,2,-79,-23,-51
2019-07-04,2,-81,-27,-54
2019-07-03,2,-80,-29,-54.5
2019-07-02,2,-79,-23,-51
2019-07-01,2,-79,-22,-50.5
2019-06-30,2,-80,-19,-49.5
2019-06-29,2,-79,-22,-50.5
2019-06-28,2,-79,-26,-52.5
2019-06-27,2,-79,-24,-51.5
2019-06-26,2,-80,-26,-53
2019-06-25,2,-81,-23,-52
2019-06-24,2,-78,-25,-51.5
2019-06-23,2,-80,-26,-53
2019-06-22,2,-80,-26,-53
2019-06-21,2,-80,-26,-53
2019-06-20,2,-78,-27,-52.5
2019-06-19,2,-81,-28,-54.5
2019-06-18,2,-79,-26,-52.5
2019-06-17,2,-80,-20,-50
2019-06-16,2,-80,-25,-52.5
2019-06-15,2,-79,-25,-52
2019-06-14,2,-80,-22,-51
2019-06-13,2,-79,-23,-51
2019-06-12,2,-79,-17,-48
2019-06-10,2,-79,-19,-49
2019-06-09,2,-79,-14,-46.5
2019-06-08,2,-78,-25,-51.5
2019-06-07,2,-77,-21,-49
2019-06-06,2,-77,-23,-50
2019-06-05,2,-79,-21,-50
2019-06-04,2,-76,-21,-48.5
2019-06-03,2,-76,-24,-50
2019-06-02,2,-79,-24,-51.5
2019-06-01,2,-74,-24,-49
2019-05-31,2,-73,-24,-48.5
2019-05-30,2,-73,-27,-50
2019-05-29,2,-73,-26,-49.5
2019-05-28,2,-78,-26,-52
2019-05-27,2,-75,-16,-45.5
2019-05-26,2,-75,-21,-48
2019-05-25,1,-77,-18,-47.5
2019-05-24,1,-78,-14,-46
2019-05-23,1,-77,-24,-50.5
2019-05-22,1,-75,-24,-49.5
2019-05-21,1,-78,-24,-51
2019-05-20,1,-78,-14,-46
2019-05-19,1,-77,-28,-52.5
2019-05-18,1,-77,-25,-51
2019-05-17,1,-77,-27,-52
2019-05-16,1,-78,-27,-52.5
2019-05-15,1,-77,-24,-50.5
2019-05-14,1,-77,-24,-50.5
2019-05-13,1,-75,-25,-50
2019-05-12,1,-77,-24,-50.5
2019-05-11,1,-76,-23,-49.5
2019-05-10,1,-77,-23,-50
2019-05-09,1,-77,-23,-50
2019-05-08,1,-76,-24,-50
2019-05-07,1,-75,-22,-48.5
2019-05-06,1,-76,-22,-49
2019-05-04,1,-75,-21,-48
2019-05-03,1,-76,-22,-49
2019-05-02,1,-76,-23,-49.5
2019-05-01,1,-75,-22,-48.5
2019-04-30,1,-76,-22,-49
2019-04-29,1,-76,-20,-48
2019-04-28,1,-77,-21,-49
2019-04-27,1,-77,-23,-50
2019-04-26,1,-76,-22,-49
2019-04-25,1,-75,-22,-48.5
2019-04-24,1,-77,-21,-49
2019-04-23,1,-77,-20,-48.5
2019-04-22,1,-75,-20,-47.5
2019-04-21,1,-76,-21,-48.5
2019-04-20,1,-74,-20,-47
2019-04-19,1,-75,-21,-48
2019-04-18,1,-75,-18,-46.5
2019-04-17,1,-76,-20,-48
2019-04-16,1,-74,-20,-47
2019-04-15,1,-74,-22,-48
2019-04-14,1,-74,-21,-47.5
2019-04-13,1,-75,-20,-47.5
2019-04-12,1,-75,-19,-47
2019-04-11,1,-75,-18,-46.5
2019-04-10,1,-76,-19,-47.5
2019-04-09,1,-74,-20,-47
2019-04-08,1,-74,-19,-46.5
2019-04-07,1,-76,-20,-48
2019-04-06,1,-76,-19,-47.5
2019-04-05,1,-77,-18,-47.5
2019-04-04,1,-75,-18,-46.5
2019-04-03,1,-74,-19,-46.5
2019-04-02,1,-74,-19,-46.5
2019-04-01,1,-75,-20,-47.5
2019-03-31,1,-74,-18,-46
2019-03-30,1,-74,-17,-45.5
2019-03-28,1,-75,-10,-42.5
2019-03-27,1,-74,-18,-46
2019-03-26,1,-74,-20,-47
2019-03-25,1,-74,-18,-46
2019-03-24,1,-78,-19,-48.5
2019-03-23,12,-76,-16,-46
2019-03-22,12,-75,-18,-46.5
2019-03-21,12,-75,-18,-46.5
2019-03-20,12,-74,-16,-45
2019-03-19,12,-74,-16,-45
2019-03-18,12,-75,-6,-40.5
2019-03-17,12,-74,-17,-45.5
2019-03-16,12,-74,-17,-45.5
2019-03-15,12,-74,-19,-46.5
2019-03-14,12,-60,-19,-39.5
2019-03-05,12,-75,-13,-44
2019-03-04,12,-73,-17,-45
2019-03-03,12,-73,-19,-46
2019-03-02,12,-73,-18,-45.5
2019-03-01,12,-73,-18,-45.5
2019-02-28,12,-57,-19,-38
2019-02-13,12,-72,-17,-44.5
2019-02-12,12,-73,-17,-45
2019-02-11,12,-73,-16,-44.5
2019-02-10,12,-72,-14,-43
2019-02-09,12,-71,-17,-44
2019-02-08,12,-71,-16,-43.5
2019-02-07,12,-71,-14,-42.5
2019-02-06,12,-72,-13,-42.5
2019-02-05,12,-73,-11,-42
2019-02-04,12,-75,-6,-40.5
2019-02-03,12,-71,-16,-43.5
2019-02-02,12,-71,-13,-42
2019-02-01,12,-71,-13,-42
2019-01-31,12,-70,-12,-41
2019-01-30,12,-73,-4,-38.5
2019-01-29,12,-73,-6,-39.5
2019-01-28,12,-73,-7,-40
2019-01-27,12,-73,-7,-40
2019-01-26,12,-73,-17,-45
2019-01-25,11,-73,-7,-40
2019-01-24,11,-74,-5,-39.5
2019-01-23,11,-71,-9,-40
2019-01-22,11,-70,-12,-41
2019-01-21,11,-73,-7,-40
2019-01-20,11,-68,-8,-38
2019-01-19,11,-70,-8,-39
2019-01-18,11,-69,-9,-39
2019-01-17,11,-72,-7,-39.5
2019-01-16,11,-70,-8,-39
2019-01-15,11,-69,-10,-39.5
2019-01-14,11,-69,-8,-38.5
2019-01-12,11,-68,-7,-37.5
2019-01-11,11,-69,-7,-38
2019-01-10,11,-68,-8,-38
2019-01-09,11,-69,-8,-38.5
2019-01-08,11,-70,-7,-38.5
2019-01-07,11,-71,-9,-40
2019-01-06,11,-71,-5,-38
2019-01-05,11,-71,-6,-38.5
2019-01-04,11,-71,-9,-40
2019-01-03,11,-71,-8,-39.5
2019-01-02,11,-71,-5,-38
2019-01-01,11,-71,-5,-38
